timestamp;accelX;accelY;accelZ;gyroX;gyroY;gyroZ;altitude;temperature;analogValue;state
28210;0.483;-0.297;-1.033;-19.554;11.437;30.502;370.6240047;17.51750398;4.1929475;4
28310;0.46;-0.296;-0.981;-24.191;9.271;30.445;370.1673871;17.51933045;4.1929225;4
28410;0.428;-0.285;-0.891;-18.527;22.879;30.572;369.1402106;17.52343916;4.1928975;4
28510;0.431;-0.278;-0.881;-18.755;14.075;24.804;368.5483282;17.52580669;4.1928725;4
28610;0.451;-0.294;-0.941;-24.16;2.636;14.601;368.3447106;17.52662116;4.1928475;4
28710;0.449;-0.302;-0.952;-24.094;9.785;9.173;368.1936518;17.52722539;4.1928225;4
28810;0.474;-0.313;-0.999;-17.419;13.9;17.254;367.7896812;17.52884128;4.1927975;4
28910;0.484;-0.316;-1.02;-17.529;12.886;15.329;367.4753871;17.53009845;4.1927725;4
29010;0.504;-0.328;-1.075;-27.939;3.145;2.131;366.8088282;17.53276469;4.1927475;4
29110;0.517;-0.331;-1.099;-23.821;7.37;4.029;366.4434753;17.5342261;4.1927225;4
29210;0.523;-0.325;-1.112;-16.59;11.024;12.052;366.2527106;17.53498916;4.1926975;4
29310;0.533;-0.329;-1.127;-18.338;6.704;10.569;366.2213871;17.53511445;4.1926725;4
29410;0.511;-0.319;-1.061;-24.25;5.501;1.433;365.7120929;17.53715163;4.1926475;4
29510;0.49;-0.309;-1.017;-23.734;4.101;1.589;365.1813871;17.53927445;4.1926225;4
29610;0.479;-0.298;-0.969;-14.758;2.286;14.922;365.1093282;17.53956269;4.1925975;4
29710;0.487;-0.293;-0.971;-15.43;0.937;17.837;365.0109753;17.5399561;4.1925725;4
29810;0.493;-0.292;-0.975;-19.563;-0.297;16.67;364.9171518;17.54033139;4.1925475;4
29910;0.5;-0.294;-0.999;-18.894;2.51;15.904;364.9030341;17.54038786;4.1925225;4
30010;0.521;-0.297;-1.054;-18.421;-4.05;17.007;364.7423282;17.54103069;4.1924975;4
30110;0.511;-0.29;-1.015;-13.749;-7.757;23.363;364.6877106;17.54124916;4.1924725;4
30210;0.47;-0.275;-0.936;-12.568;1.455;20.304;364.4173871;17.54233045;4.1924475;4
30310;0.48;-0.28;-0.946;-16.992;-4.069;16.918;364.2955341;17.54281786;4.1924225;4
30410;0.513;-0.291;-1.013;-17.6;-6.935;15.844;364.0399165;17.54384033;4.1923975;4
30510;0.503;-0.29;-1.015;-14.311;-9.217;24.302;364.0171518;17.54393139;4.1923725;4
30610;0.497;-0.288;-1.007;-14.083;-3.253;24.334;363.8113282;17.54475469;4.1923475;4
30710;0.493;-0.286;-0.996;-12.919;-1.382;20.059;363.6419753;17.5454321;4.1923225;4
30810;0.5;-0.287;-1.021;-9.542;-5.614;19.248;363.5216224;17.54591351;4.1922975;4
30910;0.501;-0.287;-1.036;-11.747;-4.13;12.567;363.4242694;17.54630292;4.1922725;4
31010;0.479;-0.278;-0.986;-6.424;-1.875;20.217;363.07374;17.54770504;4.1922475;4
31110;0.457;-0.27;-0.946;-5.017;0.059;21.252;362.5945047;17.54962198;4.1922225;4
31210;0.436;-0.263;-0.9;-11.151;-2.879;9.134;362.4505047;17.55019798;4.1921975;4
31310;0.417;-0.255;-0.852;-6.378;2.566;4.124;362.4413282;17.55023469;4.1921725;4
31410;0.421;-0.258;-0.862;1.64;6.952;4.543;362.0550047;17.55177998;4.1921475;4
31510;0.416;-0.259;-0.837;-0.72;2.53;-1.587;362.0484459;17.55180622;4.1921225;4
31610;0.436;-0.268;-0.898;-1.175;10.663;-7.565;361.9918871;17.55203245;4.1920975;4
31710;0.466;-0.272;-0.962;-0.286;7.304;-2.367;361.8550929;17.55257963;4.1920725;4
31810;0.469;-0.273;-0.972;2.443;8.673;1.469;361.4849459;17.55406022;4.1920475;4
31910;0.44;-0.266;-0.905;1.37;18.979;-9.01;361.1514459;17.55539422;4.1920225;4
32010;0.437;-0.262;-0.853;-4.935;7.93;-18.595;360.6926224;17.55722951;4.1919975;4
32110;0.435;-0.259;-0.845;-8.183;3.793;-22.533;359.9007694;17.56039692;4.1919725;4
32210;0.425;-0.252;-0.816;-6.123;6.28;-11.73;359.5603871;17.56175845;4.1919475;4
32310;0.431;-0.247;-0.81;-7.674;7.1;-0.695;359.5230635;17.56190775;4.1919225;4
32410;0.457;-0.256;-0.869;-14.175;3.433;0.403;359.2189753;17.5631241;4.1918975;4
32510;0.46;-0.247;-0.881;-13.97;-4.397;7.869;358.9102106;17.56435916;4.1918725;4
32610;0.462;-0.247;-0.881;-14.191;-1.152;13.827;358.8656224;17.56453751;4.1918475;4
32710;0.476;-0.256;-0.897;-15.378;3.976;19.928;358.6148576;17.56554057;4.1918225;4
32810;0.466;-0.244;-0.869;-15.575;2.45;29.791;358.1246812;17.56750128;4.1917975;4
32910;0.482;-0.257;-0.879;-21.311;-0.341;33.457;357.7774753;17.5688901;4.1917725;4
33010;0.489;-0.258;-0.882;-25.988;0.17;36.783;357.4549753;17.5701801;4.1917475;4
33110;0.504;-0.266;-0.932;-24.967;3.238;41.796;356.8647694;17.57254092;4.1917225;4
33210;0.529;-0.287;-1.001;-23.922;-1.869;48.02;356.2109753;17.5751561;4.1916975;4
33310;0.525;-0.296;-1.027;-28.351;3.742;40.942;355.7305929;17.57707763;4.1916725;4
33410;0.514;-0.292;-1.012;-30.109;13.029;29.595;355.3625047;17.57854998;4.1916475;4
33510;0.492;-0.285;-0.961;-24.821;4.498;33.494;354.9751224;17.58009951;4.1916225;4
33610;0.488;-0.295;-0.973;-25.488;-1.36;35.767;354.7127988;17.5811488;4.1915975;4
33710;0.488;-0.299;-0.997;-28.258;8.373;34.199;354.2917988;17.5828328;4.1915725;4
33810;0.486;-0.292;-0.988;-23.549;11.925;38.571;353.49924;17.58600304;4.1915475;4
33910;0.494;-0.292;-1.001;-20.375;7.07;35.292;352.8525635;17.58858975;4.1915225;4
34010;0.479;-0.294;-0.988;-24.445;2.301;26.165;352.7342988;17.5890628;4.1914975;4
34110;0.482;-0.299;-0.992;-25.838;4.835;24.708;352.6253282;17.58949869;4.1914725;4
34210;0.474;-0.294;-0.974;-19.01;9.02;33.879;351.9227106;17.59230916;4.1914475;4
34310;0.468;-0.293;-0.976;-18.528;6.058;35.615;351.2419753;17.5950321;4.1914225;4
34410;0.465;-0.293;-0.969;-25.399;7.17;21.967;351.1320341;17.59547186;4.1913975;4
34510;0.453;-0.292;-0.947;-23.64;4.341;20.588;351.0941224;17.59562351;4.1913725;4
34610;0.453;-0.297;-0.958;-17.51;1.302;25.998;350.8061812;17.59677528;4.1913475;4
34710;0.452;-0.299;-0.972;-16.797;5.154;23.202;350.4662106;17.59813516;4.1913225;4
34810;0.469;-0.304;-1.02;-20.61;3.19;20.187;350.3848282;17.59846069;4.1912975;4
34910;0.483;-0.307;-1.043;-20.197;5.256;16.985;350.3247106;17.59870116;4.1912725;4
35010;0.457;-0.291;-0.99;-15.295;2.231;17.575;350.1920341;17.59923186;4.1912475;4
35110;0.463;-0.293;-1.002;-10.792;-1.833;18.246;350.0267106;17.59989316;4.1912225;4
35210;0.449;-0.285;-0.971;-10.207;3.625;11.965;349.8683871;17.60052645;4.1911975;4
35310;0.453;-0.283;-0.971;-11.613;5.022;4.382;349.8034165;17.60078633;4.1911725;4
35410;0.466;-0.284;-0.999;-4.436;1.55;8.825;349.62874;17.60148504;4.1911475;4
35510;0.434;-0.269;-0.926;-1.821;-2.448;11.907;349.4040929;17.60238363;4.1911225;4
35610;0.433;-0.269;-0.918;-5.056;2.345;5.507;349.3218576;17.60271257;4.1910975;4
35710;0.435;-0.267;-0.921;-3.568;10.783;-2.969;349.1969753;17.6032121;4.1910725;4
35810;0.418;-0.259;-0.86;3.351;4.424;-3.702;349.0771812;17.60369128;4.1910475;4
35910;0.436;-0.267;-0.895;6.253;0.238;-5.051;349.0348282;17.60386069;4.1910225;4
36010;0.444;-0.273;-0.91;-1.293;7.09;-13.927;348.7957106;17.60481716;4.1909975;4
36110;0.424;-0.261;-0.853;-5.855;7.941;-14.042;348.4440635;17.60622375;4.1909725;4
36210;0.446;-0.26;-0.885;-2.577;2.984;-7.959;348.2219459;17.60711222;4.1909475;4
36310;0.445;-0.266;-0.886;3.17;2.98;-6.531;348.21074;17.60715704;4.1909225;4
36410;0.445;-0.264;-0.871;-0.004;3.492;-10.3;348.0103871;17.60795845;4.1908975;4
36510;0.457;-0.259;-0.906;-9.168;3.453;-14.677;347.4106224;17.61035751;4.1908725;4
36610;0.439;-0.257;-0.872;-7.689;-1.78;-3.446;347.0307694;17.61187692;4.1908475;4
36710;0.454;-0.256;-0.882;-0.678;-0.609;12.428;346.7030929;17.61318763;4.1908225;4
36810;0.47;-0.255;-0.927;-4.574;1.395;14.449;346.3716224;17.61451351;4.1907975;4
36910;0.473;-0.258;-0.915;-12.692;-1.523;8.91;346.2155929;17.61513763;4.1907725;4
37010;0.489;-0.258;-0.94;-11.329;1.125;8.101;346.15374;17.61538504;4.1907475;4
37110;0.485;-0.265;-0.956;-6.476;-0.508;18.388;345.8183282;17.61672669;4.1907225;4
37210;0.486;-0.274;-0.968;-6.018;0.806;26.944;345.1791518;17.61928339;4.1906975;4
37310;0.466;-0.26;-0.931;-15.81;5.2;18.596;344.9442694;17.62022292;4.1906725;4
37410;0.477;-0.266;-0.953;-19.309;1.445;13.309;344.8102988;17.6207588;4.1906475;4
37510;0.506;-0.279;-1.017;-9.456;-0.871;21.558;344.4799753;17.6220801;4.1906225;4
37610;0.483;-0.278;-0.984;-10.246;3.162;18.428;344.1463282;17.62341469;4.1905975;4
37710;0.484;-0.281;-0.988;-14.7;8.412;12.683;343.95824;17.62416704;4.1905725;4
37810;0.49;-0.281;-0.996;-17;5.563;11.938;343.9435047;17.62422598;4.1905475;4
37910;0.473;-0.278;-0.956;-13.11;2.288;21.143;343.6399459;17.62544022;4.1905225;4
38010;0.466;-0.268;-0.931;-12.79;7.768;20.486;343.1851224;17.62725951;4.1904975;4
38110;0.481;-0.267;-0.983;-17.61;8.414;10.264;343.1537106;17.62738516;4.1904725;4
38210;0.463;-0.267;-0.939;-14.835;6.048;10.658;343.0986812;17.62760528;4.1904475;4
38310;0.413;-0.243;-0.796;-12.57;8.69;13.323;342.8209459;17.62871622;4.1904225;4
38410;0.422;-0.244;-0.804;-10.425;5.163;26.686;342.1908282;17.63123669;4.1903975;4
38510;0.451;-0.263;-0.882;-16.334;3.852;29.795;341.6816224;17.63327351;4.1903725;4
38610;0.444;-0.256;-0.887;-25.222;7.016;21.456;341.5860341;17.63365586;4.1903475;4
38710;0.463;-0.257;-0.9;-16.22;9.087;26.364;341.0204165;17.63591833;4.1903225;4
38810;0.463;-0.26;-0.891;-7.42;4.587;28.8;340.2566812;17.63897328;4.1902975;4
38910;0.446;-0.262;-0.876;-16.003;-1.988;20.971;340.1690341;17.63932386;4.1902725;4
39010;0.452;-0.269;-0.899;-23.31;1.305;21.563;340.1560341;17.63937586;4.1902475;4
39110;0.459;-0.268;-0.905;-19.388;3.1;33.121;339.6609459;17.64135622;4.1902225;4
39210;0.459;-0.27;-0.886;-14.746;2.409;33.451;339.0399459;17.64384022;4.1901975;4
39310;0.455;-0.271;-0.901;-17.506;-3.119;24.968;338.9122106;17.64435116;4.1901725;4
39410;0.466;-0.279;-0.944;-21.973;2.482;14.058;338.7524165;17.64499033;4.1901475;4
39510;0.497;-0.293;-1.013;-16.387;6.015;17.806;338.5337694;17.64586492;4.1901225;4
39610;0.51;-0.296;-1.055;-12.01;-1.649;26.524;338.1553871;17.64737845;4.1900975;4
39710;0.47;-0.281;-0.966;-13.905;2.39;25.631;337.7402106;17.64903916;4.1900725;4
39810;0.432;-0.261;-0.877;-16.47;10.057;19.965;337.3416224;17.65063351;4.1900475;4
39910;0.438;-0.264;-0.872;-18.188;6.506;8.973;337.2619459;17.65095222;4.1900225;4
40010;0.442;-0.267;-0.882;-11.524;-4.255;13.283;337.1885341;17.65124586;4.1899975;4
40110;0.442;-0.271;-0.911;-8.372;-1.086;19.845;336.8830341;17.65246786;4.1899725;4
40210;0.477;-0.284;-1.001;-12.542;12.26;15.989;336.4210635;17.65431575;4.1899475;4
40310;0.49;-0.288;-1.019;-10.021;10.252;19.204;335.8494459;17.65660222;4.1899225;4
40410;0.455;-0.276;-0.919;-8.086;7.118;13.553;335.4792988;17.6580828;4.1898975;4
40510;0.421;-0.26;-0.841;-9.135;0.688;10.954;335.4055635;17.65837775;4.1898725;4
40610;0.423;-0.263;-0.866;-10.022;3.889;9.803;335.2976224;17.65880951;4.1898475;4
40710;0.431;-0.262;-0.872;-11.219;15.876;-2.974;335.2481224;17.65900751;4.1898225;4
40810;0.448;-0.263;-0.892;-4.704;1.236;3.924;335.2347106;17.65906116;4.1897975;4
40910;0.452;-0.27;-0.907;-4.66;-1.199;5.373;335.2204165;17.65911833;4.1897725;4
41010;0.437;-0.258;-0.878;-12.937;6.656;2.371;335.1054165;17.65957833;4.1897475;4
41110;0.442;-0.254;-0.862;-14.679;7.981;3.843;335.0214459;17.65991422;4.1897225;4
41210;0.455;-0.256;-0.885;-9.307;0.535;5.043;334.9117694;17.66035292;4.1896975;4
41310;0.451;-0.253;-0.878;-8.954;-10.23;7.844;334.57824;17.66168704;4.1896725;4
41410;0.435;-0.25;-0.849;-14.657;2.437;5.131;334.36974;17.66252104;4.1896475;4
41510;0.47;-0.261;-0.916;-13.49;4.516;16.371;334.1521812;17.66339128;4.1896225;4
41610;0.504;-0.269;-0.997;-13.022;-4.621;23.463;333.9810047;17.66407598;4.1895975;4
41710;0.502;-0.271;-1.017;-16.93;-5.05;21.093;333.9549165;17.66418033;4.1895725;4
41810;0.488;-0.265;-0.973;-18.816;4.844;18.122;333.8328576;17.66466857;4.1895475;4
41910;0.518;-0.272;-1.013;-14.386;3.691;24.556;333.4251812;17.66629928;4.1895225;4
42010;0.536;-0.284;-1.055;-15.675;-5.831;31.687;333.12574;17.66749704;4.1894975;4
42110;0.503;-0.268;-0.993;-26.441;-0.014;25.971;333.1115047;17.66755398;4.1894725;4
42210;0.469;-0.257;-0.886;-23.281;7.101;28.647;332.7448282;17.66902069;4.1894475;4
42310;0.484;-0.27;-0.919;-15.911;-4.239;38.554;332.2035341;17.67118586;4.1894225;4
42410;0.511;-0.282;-0.998;-23.038;-11.12;37.738;332.09824;17.67160704;4.1893975;4
42510;0.526;-0.286;-1.047;-28.063;9.986;26.662;331.84574;17.67261704;4.1893725;4
42610;0.545;-0.297;-1.098;-19.367;10.855;27.557;331.2855929;17.67485763;4.1893475;4
42710;0.519;-0.292;-1.037;-16.137;-9.063;30.746;331.1224753;17.6755101;4.1893225;4
42810;0.487;-0.283;-0.966;-21.306;-0.928;25.261;331.0334459;17.67586622;4.1892975;4
42910;0.468;-0.279;-0.923;-22.938;13.157;26.581;330.5393282;17.67784269;4.1892725;4
43010;0.474;-0.274;-0.914;-20.569;4.641;30.999;330.0960635;17.67961575;4.1892475;4
43110;0.511;-0.288;-0.986;-18.499;-7.31;30.907;329.9461224;17.68021551;4.1892225;4
43210;0.489;-0.292;-0.991;-22.939;-6.638;29.021;329.9297694;17.68028092;4.1891975;4
43310;0.489;-0.295;-1.005;-19.575;6.382;33.925;329.3200047;17.68271998;4.1891725;4
43410;0.51;-0.294;-1.021;-13.321;6.323;37.636;328.4188871;17.68632445;4.1891475;4
43510;0.488;-0.293;-0.998;-19.075;-9.609;33.182;328.2865929;17.68685363;4.1891225;4
43610;0.464;-0.292;-0.968;-23.498;-2.167;24.358;328.2481518;17.68700739;4.1890975;4
43710;0.464;-0.288;-0.964;-15.774;9.447;24.663;327.7088576;17.68916457;4.1890725;4
43810;0.465;-0.284;-0.961;-10.582;-2.267;27.358;327.2821224;17.69087151;4.1890475;4
43910;0.448;-0.28;-0.935;-15.339;-3.503;18.423;327.2697988;17.6909208;4.1890225;4
44010;0.412;-0.271;-0.855;-16.195;0.543;20.473;327.1280047;17.69148798;4.1889975;4
44110;0.405;-0.266;-0.825;-9.979;6.846;23.477;326.5296518;17.69388139;4.1889725;4
44210;0.418;-0.266;-0.861;-5.815;3.791;18.711;326.0388576;17.69584457;4.1889475;4
44310;0.414;-0.264;-0.848;-9.325;-6.57;8.697;325.8271518;17.69669139;4.1889225;4
44410;0.398;-0.266;-0.824;-7.853;2.453;1.989;325.7268282;17.69709269;4.1888975;4
44510;0.397;-0.268;-0.845;0.75;7.964;8.263;325.2275047;17.69908998;4.1888725;4
44610;0.403;-0.262;-0.824;1.689;5.105;3.105;324.9363576;17.70025457;4.1888475;4
44710;0.386;-0.255;-0.771;1.174;5.269;-6.813;324.9254753;17.7002981;4.1888225;4
44810;0.416;-0.265;-0.825;-1.289;2.992;-13.226;324.5865635;17.70165375;4.1887975;4
44910;0.451;-0.282;-0.912;-4.286;0.937;-18.119;323.9551518;17.70417939;4.1887725;4
45010;0.449;-0.279;-0.902;1.325;10.817;-19.248;323.7461518;17.70501539;4.1887475;4
45110;0.468;-0.268;-0.901;0.982;9.726;-23.522;323.3692694;17.70652292;4.1887225;4
45210;0.476;-0.265;-0.916;-0.556;-3.416;-21.134;322.6308576;17.70947657;4.1886975;4
45310;0.444;-0.262;-0.855;-5.109;-4.749;-10.749;322.0247694;17.71190092;4.1886725;4
45410;0.437;-0.254;-0.823;-10.653;4.827;-3.036;321.7641224;17.71294351;4.1886475;4
45510;0.463;-0.249;-0.874;-7.546;4.019;3.857;321.7544165;17.71298233;4.1886225;4
45610;0.473;-0.253;-0.917;-4.961;-4.951;7.313;321.6779753;17.7132881;4.1885975;4
45710;0.476;-0.247;-0.93;-7.175;-3.522;7.174;321.5743576;17.71370257;4.1885725;4
45810;0.47;-0.248;-0.91;-10.679;4.104;16.474;321.2832106;17.71486716;4.1885475;4
45910;0.477;-0.261;-0.907;-15.058;3.859;27.185;320.8130341;17.71674786;4.1885225;4
46010;0.483;-0.249;-0.904;-19.333;-4.195;39.461;320.3444165;17.71862233;4.1884975;4
46110;0.485;-0.247;-0.918;-23.137;1.211;44.442;319.6821812;17.72127128;4.1884725;4
46210;0.481;-0.258;-0.91;-24.241;9.448;42.873;318.8562988;17.7245748;4.1884475;4
46310;0.511;-0.271;-0.947;-20.385;4.179;48.105;317.9180929;17.72832763;4.1884225;4
46410;0.514;-0.281;-0.968;-23.73;6.034;47.44;317.0432694;17.73182692;4.1883975;4
46510;0.484;-0.283;-0.923;-30.869;6.69;45.748;316.4088871;17.73436445;4.1883725;4
46610;0.492;-0.289;-0.937;-27.6;6.435;52.783;315.4789459;17.73808422;4.1883475;4
46710;0.492;-0.298;-0.949;-24.518;7.01;55.442;314.36324;17.74254704;4.1883225;4
46810;0.485;-0.3;-0.963;-28.803;5.257;44.485;313.7473871;17.74501045;4.1882975;4
46910;0.5;-0.301;-1.019;-24.454;11.05;36.771;313.0601224;17.74775951;4.1882725;4
47010;0.49;-0.308;-1.002;-16.802;9.67;36.705;312.1903282;17.75123869;4.1882475;4
47110;0.46;-0.306;-0.949;-21.172;2.538;28.361;311.90424;17.75238304;4.1882225;4
47210;0.453;-0.302;-0.971;-26.214;2.298;24.725;311.8804459;17.75247822;4.1881975;4
47310;0.486;-0.31;-1.05;-19.25;8.966;31.987;311.2421224;17.75503151;4.1881725;4
47410;0.485;-0.306;-1.047;-15.266;5.362;28.859;310.6846224;17.75726151;4.1881475;4
47510;0.442;-0.29;-0.973;-16.608;-1.357;18.534;310.6678871;17.75732845;4.1881225;4
47610;0.438;-0.284;-0.96;-14.455;5.481;12.345;310.56874;17.75772504;4.1880975;4
47710;0.433;-0.277;-0.94;-11.483;6.971;12.363;310.3378282;17.75864869;4.1880725;4
47810;0.442;-0.276;-0.954;-7.924;4.173;12.824;310.0709753;17.7597161;4.1880475;4
47910;0.459;-0.282;-0.995;-5.566;3.007;11.397;309.8110341;17.76075586;4.1880225;4
48010;0.457;-0.286;-0.99;-7.592;2.472;7.24;309.7486812;17.76100528;4.1879975;4
48110;0.456;-0.284;-0.986;-6.86;4.995;5.5;309.6417694;17.76143292;4.1879725;4
48210;0.445;-0.276;-0.967;1.073;2.896;14.039;309.1121224;17.76355151;4.1879475;4
48310;0.427;-0.273;-0.914;0.745;7.812;3.923;308.7450635;17.76501975;4.1879225;4
48410;0.424;-0.268;-0.903;-3.358;7.265;-9.618;308.5770929;17.76569163;4.1878975;4
48510;0.401;-0.264;-0.844;1.671;4.996;-7.515;308.5521518;17.76579139;4.1878725;4
48610;0.418;-0.275;-0.85;5.192;7.956;-6.24;308.3489753;17.7666041;4.1878475;4
48710;0.432;-0.269;-0.837;-0.754;1.707;-9.598;308.0947106;17.76762116;4.1878225;4
48810;0.425;-0.266;-0.837;-5.977;3.886;-15.151;307.5875929;17.76964963;4.1877975;4
48910;0.443;-0.27;-0.868;-5.223;1.857;-14.794;307.0534753;17.7717861;4.1877725;4
49010;0.464;-0.269;-0.897;-1.476;-1.959;-11.591;306.6115341;17.77355386;4.1877475;4
49110;0.486;-0.273;-0.958;-0.956;1.168;-13.537;306.2196224;17.77512151;4.1877225;4
49210;0.496;-0.276;-0.973;-7.109;-4.276;-19.557;305.3095635;17.77876175;4.1876975;4
49310;0.479;-0.261;-0.937;-9.616;-5.483;-15.416;304.4120635;17.78235175;4.1876725;4
49410;0.488;-0.259;-0.972;-3.265;-3.981;4.274;304.3246518;17.78270139;4.1876475;4
49510;0.503;-0.262;-1.012;-6.586;-3.213;8.716;304.2927988;17.7828288;4.1876225;4
49610;0.493;-0.253;-0.982;-15.066;-7.939;8.112;303.8547694;17.78458092;4.1875975;4
49710;0.487;-0.25;-0.972;-12.464;-2.745;18.252;303.7652694;17.78493892;4.1875725;4
49810;0.489;-0.254;-0.978;-11.345;-2.472;30.464;303.2756518;17.78689739;4.1875475;4
49910;0.497;-0.251;-0.965;-18.242;-6.141;37.617;302.8864165;17.78845433;4.1875225;4
50010;0.499;-0.246;-0.959;-23.455;1.499;43.832;302.2430047;17.79102798;4.1874975;4
50110;0.504;-0.253;-0.944;-26.172;1.165;52.467;301.4353576;17.79425857;4.1874725;4
50210;0.526;-0.267;-0.972;-28.062;-1.682;60.321;300.5360341;17.79785586;4.1874475;4
50310;0.54;-0.28;-1.027;-32.428;-0.399;63.063;299.64674;17.80141304;4.1874225;4
50410;0.528;-0.283;-1.021;-35.448;10.398;55.317;298.7565341;17.80497386;4.1873975;4
50510;0.513;-0.284;-0.976;-31.636;8.382;55.638;297.8040635;17.80878375;4.1873725;4
50610;0.512;-0.298;-0.973;-33.808;0.459;53.802;297.2025047;17.81118998;4.1873475;4
50710;0.524;-0.322;-1.033;-38.062;4.728;52.683;296.6334165;17.81346633;4.1873225;4
50810;0.532;-0.335;-1.088;-35.957;7.046;60.293;295.7104165;17.81715833;4.1872975;4
50910;0.545;-0.342;-1.156;-35.126;8.639;58.011;294.78324;17.82086704;4.1872725;4
51010;0.507;-0.334;-1.122;-39.015;5.313;50.822;294.2797106;17.82288116;4.1872475;4
51110;0.474;-0.316;-1.087;-36.177;16.586;43.693;293.5708282;17.82571669;4.1872225;4
51210;0.478;-0.303;-1.07;-28.452;17.096;42.482;292.6553576;17.82937857;4.1871975;4
51310;0.459;-0.294;-1.031;-29.178;8.174;37.905;292.1582694;17.83136692;4.1871725;4
51410;0.434;-0.276;-0.992;-31.157;15.118;33.9;291.6329459;17.83346822;4.1871475;4
51510;0.43;-0.258;-0.944;-26.965;14.828;41.51;290.7690341;17.83692386;4.1871225;4
51610;0.414;-0.24;-0.854;-20.972;9.938;46.274;289.7325635;17.84106975;4.1870975;4
51710;0.392;-0.225;-0.791;-18.391;11.762;39.071;288.7783871;17.84488645;4.1870725;4
51810;0.387;-0.223;-0.781;-22.182;9.525;28.079;288.3247988;17.8467008;4.1870475;4
51910;0.417;-0.237;-0.837;-22.214;8.335;27.668;287.91924;17.84832304;4.1870225;4
52010;0.444;-0.246;-0.889;-22.293;3.207;34.889;287.4544459;17.85018222;4.1869975;4
52110;0.439;-0.244;-0.881;-28.112;1.283;33.633;287.2543282;17.85098269;4.1869725;4
52210;0.44;-0.243;-0.881;-26.917;10.422;27.741;286.9235635;17.85230575;4.1869475;4
52310;0.463;-0.246;-0.935;-21.039;10.599;21.947;286.5851224;17.85365951;4.1869225;4
52410;0.459;-0.253;-0.911;-18.273;0.149;18.956;286.5606518;17.85375739;4.1868975;4
52510;0.442;-0.246;-0.874;-19.399;3.005;18.009;286.5131518;17.85394739;4.1868725;4
52610;0.445;-0.243;-0.882;-20.038;7.919;23.459;286.1796224;17.85528151;4.1868475;4
52710;0.446;-0.242;-0.852;-19.152;3.996;27.553;285.8150047;17.85673998;4.1868225;4
52810;0.437;-0.229;-0.831;-17.106;0.588;26.224;285.5295341;17.85788186;4.1867975;4
52910;0.443;-0.238;-0.835;-14.944;-2.138;23.131;285.3516224;17.85859351;4.1867725;4
53010;0.46;-0.247;-0.886;-16.536;0.206;16.814;285.3373871;17.85865045;4.1867475;4
53110;0.466;-0.25;-0.918;-19.26;-0.913;16.359;285.2252106;17.85909916;4.1867225;4
53210;0.46;-0.252;-0.895;-20.231;-5.957;18.359;284.9949459;17.86002022;4.1866975;4
53310;0.439;-0.238;-0.848;-14.587;-4.315;27.227;284.7500929;17.86099963;4.1866725;4
53410;0.488;-0.249;-0.98;-11.755;-0.539;28.283;284.2798282;17.86288069;4.1866475;4
53510;0.503;-0.253;-1.021;-12.967;-1.607;19.459;284.1361518;17.86345539;4.1866225;4
53610;0.457;-0.24;-0.904;-16.897;-3.023;5.807;283.7210635;17.86511575;4.1865975;4
53710;0.44;-0.232;-0.871;-14.357;-4.975;8.483;283.4019753;17.8663921;4.1865725;4
53810;0.437;-0.222;-0.861;-2.344;-4.821;36.057;282.5522106;17.86979116;4.1865475;4
53910;0.455;-0.217;-0.903;-5.786;2.635;39.888;281.4717106;17.87411316;4.1865225;4
54010;0.496;-0.227;-0.997;-13.84;3.145;24.817;281.0563576;17.87577457;4.1864975;4
54110;0.522;-0.235;-1.058;-14.557;-5.495;15.453;280.9210929;17.87631563;4.1864725;4
54210;0.522;-0.246;-1.087;-11.846;-8.314;25.253;280.7712988;17.8769148;4.1864475;4
54310;0.531;-0.238;-1.109;-9.371;-1.49;49.042;279.6483282;17.88140669;4.1864225;4
54410;0.552;-0.239;-1.062;-11.743;3.848;54.6;278.2746518;17.88690139;4.1863975;4
54510;0.547;-0.243;-1.034;-17.016;1.529;36.378;277.6602106;17.88935916;4.1863725;4
54610;0.549;-0.252;-1.09;-16.431;-11.183;31.361;277.5500047;17.88979998;4.1863475;4
54710;0.559;-0.266;-1.098;-17.655;-7.128;37.356;277.1802106;17.89127916;4.1863225;4
54810;0.542;-0.249;-1.052;-16.279;8.818;47.427;276.00474;17.89598104;4.1862975;4
54910;0.549;-0.262;-1.053;-18.053;2.465;40.164;275.2819165;17.89887233;4.1862725;4
55010;0.523;-0.265;-1.014;-20.508;-8.288;20.401;275.0350047;17.89985998;4.1862475;4
55110;0.502;-0.262;-1.002;-11.759;-3.119;17.591;274.9552106;17.90017916;4.1862225;4
55210;0.504;-0.269;-1.019;-5.28;3.458;22.297;274.3530047;17.90258798;4.1861975;4
55310;0.49;-0.252;-0.975;-3.867;1.365;20.463;273.82474;17.90470104;4.1861725;4
55410;0.471;-0.241;-0.931;-7.647;-5.42;6.173;273.6219753;17.9055121;4.1861475;4
55510;0.474;-0.249;-0.96;-3.789;-4.743;1.844;273.4252694;17.90629892;4.1861225;4
55610;0.482;-0.248;-0.959;6.827;7.701;0.58;272.9809165;17.90807633;4.1860975;4
55710;0.456;-0.234;-0.907;12.249;7.643;-5.769;272.5655341;17.90973786;4.1860725;4
55810;0.47;-0.24;-0.943;8.297;-3.167;-15.003;272.2751518;17.91089939;4.1860475;4
