timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,temperature,analogValue,state
920236,-0.372131,-0.025146,0.960327,-40.435257,20.90843,-250.610428,585.18,22.51,618,30
920215,-0.373108,-0.023682,0.958374,-40.465775,20.862654,-250.625687,585.17,22.39,619,30
920158,-0.373596,-0.026123,0.958374,-40.450516,20.862654,-250.640945,585.17,22.39,619,30
920215,-0.373108,-0.023682,0.958374,-40.465775,20.862654,-250.625687,585.17,22.39,619,30
920158,-0.373596,-0.026123,0.958374,-40.450516,20.862654,-250.640945,585.17,22.39,619,30
920138,-0.377014,-0.025635,0.960327,-40.450516,20.893171,-250.656204,585.14,22.25,618,30
920081,-0.373596,-0.026123,0.961304,-40.450516,20.90843,-250.656204,585.14,22.25,618,30
920061,-0.373596,-0.022705,0.960327,-40.481033,20.893171,-250.656204,585.08,22.11,618,30
920004,-0.374573,-0.023193,0.961792,-40.481033,20.893171,-250.656204,585.08,22.11,618,30
920061,-0.373596,-0.022705,0.960327,-40.481033,20.893171,-250.656204,585.08,22.11,618,30
920004,-0.374573,-0.023193,0.961792,-40.481033,20.893171,-250.656204,585.08,22.11,618,30
919984,-0.373108,-0.022705,0.959351,-40.450516,20.877913,-250.640945,585.05,21.96,618,30
919927,-0.372131,-0.022705,0.961304,-40.465775,20.877913,-250.656204,585.05,21.96,618,30
919907,-0.375549,-0.022705,0.961304,-40.435257,20.862654,-250.640945,585.02,21.8,618,30
903744,-0.36969,-0.026123,0.961304,-40.435257,20.90843,-250.595169,584.99,21.71,619,30
919907,-0.375549,-0.022705,0.961304,-40.435257,20.862654,-250.640945,585.02,21.8,618,30
903744,-0.36969,-0.026123,0.961304,-40.435257,20.90843,-250.595169,584.99,21.71,619,30
