timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,quatW,quatX,quatY,quatZ,altitude,temperature,analogValue,state
244683,-0.048645,-0.191589,1.050415,0.319940,-8.460885,-20.903561,-0.826709,-0.005471,-0.131667,0.546971,632.72,31.59,768.00,1
244783,0.088074,0.000793,1.009888,9.536248,-0.556833,-29.753658,-0.813850,-0.005349,-0.107788,0.570958,632.72,31.59,768.00,1
244883,0.036316,0.057922,0.958618,4.699212,-8.705026,-33.507320,-0.799090,-0.002377,-0.079840,0.595875,632.72,31.59,766.00,1
244983,-0.126770,0.053528,0.889771,-7.812995,-6.828195,-45.348141,-0.776836,-0.006976,-0.068487,0.625922,632.70,31.59,768.00,1
245083,0.522644,-0.165710,1.084106,-8.453864,-7.102853,-34.911129,-0.757768,0.019143,-0.054764,0.649934,632.70,31.59,768.00,1
245183,0.084167,-0.094421,1.025024,-7.797736,1.716727,-4.210444,-0.754869,0.035599,-0.044364,0.653397,632.70,31.59,768.00,1
245283,0.124695,0.054993,0.989868,-0.977057,4.112357,5.219487,-0.757903,0.030965,-0.028068,0.651021,632.70,31.59,768.00,1
245383,0.116882,0.053528,0.995728,0.762445,3.212088,0.763921,-0.758286,0.025754,-0.010021,0.651329,632.70,31.59,768.00,1
245483,0.106628,-0.002136,0.991333,-2.182502,-0.511056,0.382451,-0.758032,0.031425,0.008667,0.651396,632.72,31.59,768.00,1
245583,0.107117,0.008606,1.005005,-3.845710,-0.160104,0.763921,-0.757695,0.034054,0.026542,0.651173,632.73,31.59,766.00,1
245683,-0.001770,-0.068542,0.964478,-0.107306,-6.126291,0.794438,-0.758768,0.034613,0.010774,0.650345,632.73,31.59,768.00,1
245783,0.156921,-0.036804,0.898560,-3.220099,-18.195993,0.931767,-0.757827,0.060288,0.035804,0.648671,632.73,31.59,768.00,1
245883,0.262878,-0.001160,0.815063,1.693231,-29.106028,1.694707,-0.755828,0.084610,0.073381,0.645116,632.73,31.59,768.00,1
245983,0.489929,-0.061707,0.724731,1.723748,-30.448801,3.617314,-0.753537,0.114776,0.107180,0.638368,632.72,31.59,768.00,1
246083,0.848328,-0.080261,0.669067,1.632196,-27.625925,-1.448604,-0.747293,0.142095,0.139446,0.633964,632.72,31.59,768.00,1
246183,0.981140,0.118469,0.543091,-4.471320,-16.380198,5.524663,-0.743967,0.163369,0.163010,0.627093,632.72,31.59,768.00,1
246283,1.050964,-0.053894,0.540649,-1.312751,-8.613473,5.784062,-0.742075,0.181599,0.180218,0.619566,632.70,31.59,766.00,1
246383,1.131042,-0.099304,0.554810,-1.480597,-3.211862,2.854375,-0.739118,0.197020,0.193473,0.614370,632.69,31.59,766.00,1
246483,1.054871,-0.053406,0.526489,-1.419562,0.984305,1.542119,-0.735726,0.208726,0.204764,0.610908,632.67,31.59,768.00,1
246583,0.975769,-0.086609,0.490845,-0.290412,2.861136,-1.296016,-0.731366,0.218882,0.215094,0.609036,632.64,31.59,768.00,1
246683,0.957214,-0.057312,0.506470,-0.046271,5.470389,0.672368,-0.728297,0.227022,0.224006,0.606516,632.64,31.59,768.00,1
246783,0.937683,-0.109558,0.566040,1.250726,5.516165,1.648930,-0.726345,0.235762,0.231819,0.602572,632.67,31.59,768.00,1
246883,1.114441,-0.062195,0.612915,-1.053351,12.214774,-0.624629,-0.723519,0.240239,0.236209,0.602499,632.67,31.59,766.00,1
246983,0.844910,-0.010925,0.621704,-2.090949,21.309011,0.977544,-0.722665,0.238610,0.235617,0.604401,632.66,31.59,766.00,1
247083,0.720886,-0.007996,0.688599,2.593499,43.708916,-2.852412,-0.724744,0.218815,0.225662,0.613137,632.63,31.59,768.00,1
247183,0.288269,0.057434,0.811157,7.262689,31.440847,-4.042598,-0.732413,0.181833,0.202044,0.624242,632.63,31.59,768.00,1
